case_id,variant,service,attack_type,attack_severity,rho,mask_id,scenario_name,scenario_path,preferred_recovery_action,primary_model,fallback_model,recovery_success,recovery_strategy,replanned,trusted_service_restore_sec,preferred_restore_sec,planning_overhead_sec,repeated_work_sec,n_assignments,ablation_failure_reason
rq3f_05153,no_replanning,hvac,drift,0.0,0.8,14,rho_0.800_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_14.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_05157,no_replanning,hvac,drift,0.0,0.8,15,rho_0.800_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_15.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_05161,no_replanning,hvac,drift,0.0,0.8,16,rho_0.800_mask_16,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_16.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_05165,no_replanning,hvac,drift,0.0,0.8,17,rho_0.800_mask_17,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_17.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_05169,no_replanning,hvac,drift,0.0,0.8,18,rho_0.800_mask_18,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_18.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_05173,no_replanning,hvac,drift,0.0,0.8,19,rho_0.800_mask_19,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_19.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_05177,no_replanning,hvac,drift,0.0,0.8,20,rho_0.800_mask_20,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_20.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_05181,no_replanning,hvac,drift,0.0,1.0,0,rho_1.000_nominal,experiment2/generated/scenarios_multimask_FROZEN/rho_1.000_nominal.json,no_recovery_required,lstm,random_forest,True,no_recovery_required,False,0.0,0.0,0.0,0.0,0,
rq3f_05185,no_replanning,hvac,drift,0.25,0.333,1,rho_0.333_mask_01,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_01.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,72.50985757201852,72.50985757201852,1.5775785082951188,0.0,5,
rq3f_05189,no_replanning,hvac,drift,0.25,0.333,2,rho_0.333_mask_02,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_02.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,157.13130372019805,157.13130372019805,1.5513572953641415,0.0,5,
rq3f_05193,no_replanning,hvac,drift,0.25,0.333,3,rho_0.333_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_03.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,90.07774197714025,90.07774197714025,1.5521227708086371,0.0,5,
rq3f_05197,no_replanning,hvac,drift,0.25,0.333,4,rho_0.333_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_04.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,74.41714735273854,74.41714735273854,1.547340964898467,0.0,5,
rq3f_05201,no_replanning,hvac,drift,0.25,0.333,5,rho_0.333_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_05.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,154.74282818134816,154.74282818134816,1.4984679026529193,0.0,5,
rq3f_05205,no_replanning,hvac,drift,0.25,0.333,6,rho_0.333_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_06.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,87.66707332600345,87.66707332600345,1.5558375101536512,0.0,5,
rq3f_05209,no_replanning,hvac,drift,0.25,0.333,7,rho_0.333_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_07.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,88.36449223425734,88.36449223425734,1.5266767498105764,0.0,5,
rq3f_05213,no_replanning,hvac,drift,0.25,0.333,8,rho_0.333_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_08.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,74.39264630147954,74.39264630147954,1.5600553844124079,0.0,5,
rq3f_05217,no_replanning,hvac,drift,0.25,0.333,9,rho_0.333_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_09.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,155.4246518223481,155.4246518223481,1.5163359623402357,0.0,5,
rq3f_05221,no_replanning,hvac,drift,0.25,0.333,10,rho_0.333_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_10.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,87.71264928747405,87.71264928747405,1.5986004760488868,0.0,5,
rq3f_05225,no_replanning,hvac,drift,0.25,0.333,11,rho_0.333_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_11.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,87.69193569724303,87.69193569724303,1.5655152210965753,0.0,5,
rq3f_05229,no_replanning,hvac,drift,0.25,0.333,12,rho_0.333_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_12.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,91.9554123836242,91.9554123836242,1.5189601508900523,0.0,5,
rq3f_05233,no_replanning,hvac,drift,0.25,0.333,13,rho_0.333_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_13.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,89.39213087511234,89.39213087511234,1.564039271324873,0.0,5,
rq3f_05237,no_replanning,hvac,drift,0.25,0.333,14,rho_0.333_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_14.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,155.4029611550941,155.4029611550941,1.5143624851480126,0.0,5,
rq3f_05241,no_replanning,hvac,drift,0.25,0.333,15,rho_0.333_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_15.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,72.50888049499554,72.50888049499554,1.5117681389674544,0.0,5,
rq3f_05245,no_replanning,hvac,drift,0.25,0.333,16,rho_0.333_mask_16,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_16.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,157.30232222883205,157.30232222883205,1.5739019587635994,0.0,5,
rq3f_05249,no_replanning,hvac,drift,0.25,0.333,17,rho_0.333_mask_17,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_17.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,90.2176615894823,90.2176615894823,1.517341616563499,0.0,5,
rq3f_05253,no_replanning,hvac,drift,0.25,0.333,18,rho_0.333_mask_18,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_18.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,154.06709994034827,154.06709994034827,1.5326954862102866,0.0,5,
rq3f_05257,no_replanning,hvac,drift,0.25,0.333,19,rho_0.333_mask_19,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_19.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,87.69193569724303,87.69193569724303,1.5410950621590018,0.0,5,
rq3f_05261,no_replanning,hvac,drift,0.25,0.333,20,rho_0.333_mask_20,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_20.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,72.53338154625453,72.53338154625453,1.5534424427896738,0.0,5,
rq3f_05265,no_replanning,hvac,drift,0.25,0.4,1,rho_0.400_mask_01,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_01.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,71.83693971502362,71.83693971502362,1.571262365207076,0.0,5,
rq3f_05269,no_replanning,hvac,drift,0.25,0.4,2,rho_0.400_mask_02,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_02.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,91.97648729383582,91.97648729383582,1.5367610277608037,0.0,5,
rq3f_05273,no_replanning,hvac,drift,0.25,0.4,3,rho_0.400_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_03.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,74.94354775235843,74.94354775235843,1.5763530293479562,0.0,5,
rq3f_05277,no_replanning,hvac,drift,0.25,0.4,4,rho_0.400_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_04.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,87.68814823621506,87.68814823621506,1.5303153656423092,0.0,5,
rq3f_05281,no_replanning,hvac,drift,0.25,0.4,5,rho_0.400_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_05.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,157.30170647178966,157.30170647178966,1.5298122791573405,0.0,5,
rq3f_05285,no_replanning,hvac,drift,0.25,0.4,6,rho_0.400_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_06.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,87.66426294199846,87.66426294199846,1.571279987692833,0.0,5,
rq3f_05289,no_replanning,hvac,drift,0.25,0.4,7,rho_0.400_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_07.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,74.26453449536348,74.26453449536348,1.5241277925670147,0.0,5,
rq3f_05293,no_replanning,hvac,drift,0.25,0.4,8,rho_0.400_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_08.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,159.036285561946,159.036285561946,1.5132562406361103,0.0,5,
rq3f_05297,no_replanning,hvac,drift,0.25,0.4,9,rho_0.400_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_09.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,74.28560940557509,74.28560940557509,1.5440336028113961,0.0,5,
rq3f_05301,no_replanning,hvac,drift,0.25,0.4,10,rho_0.400_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_10.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,88.36449223425734,88.36449223425734,1.5485805729404092,0.0,5,
rq3f_05305,no_replanning,hvac,drift,0.25,0.4,11,rho_0.400_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_11.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,75.09006520973344,75.09006520973344,1.5287526901811361,0.0,5,
rq3f_05309,no_replanning,hvac,drift,0.25,0.4,12,rho_0.400_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_12.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,75.06837454247943,75.06837454247943,1.5655094347894192,0.0,5,
rq3f_05313,no_replanning,hvac,drift,0.25,0.4,13,rho_0.400_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_13.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,87.00632459521512,87.00632459521512,1.5630615213885903,0.0,5,
rq3f_05317,no_replanning,hvac,drift,0.25,0.4,14,rho_0.400_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_14.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,72.51876335602356,72.51876335602356,1.509420856833458,0.0,5,
rq3f_05321,no_replanning,hvac,drift,0.25,0.4,15,rho_0.400_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_15.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,74.38983591747456,74.38983591747456,1.52275924757123,0.0,5,
rq3f_05325,no_replanning,hvac,drift,0.25,0.4,16,rho_0.400_mask_16,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_16.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,74.24101052112746,74.24101052112746,1.5738760149106383,0.0,5,
rq3f_05329,no_replanning,hvac,drift,0.25,0.4,17,rho_0.400_mask_17,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_17.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,88.36449223425734,88.36449223425734,1.535900535993278,0.0,5,
rq3f_05333,no_replanning,hvac,drift,0.25,0.4,18,rho_0.400_mask_18,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_18.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,89.54193334848242,89.54193334848242,1.544300600886345,0.0,5,
rq3f_05337,no_replanning,hvac,drift,0.25,0.4,19,rho_0.400_mask_19,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_19.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,76.82121815884238,76.82121815884238,1.5953948181122541,0.0,5,
rq3f_05341,no_replanning,hvac,drift,0.25,0.4,20,rho_0.400_mask_20,experiment2/generated/scenarios_multimask_FROZEN/rho_0.400_mask_20.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,156.4494800791981,156.4494800791981,1.5199395650997758,0.0,5,
rq3f_05345,no_replanning,hvac,drift,0.25,0.6,1,rho_0.600_mask_01,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_01.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,74.41372121169115,74.41372121169115,1.5111426021903753,0.0,5,
rq3f_05349,no_replanning,hvac,drift,0.25,0.6,2,rho_0.600_mask_02,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_02.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,71.83412933101863,71.83412933101863,1.5561809437349439,0.0,5,
rq3f_05353,no_replanning,hvac,drift,0.25,0.6,3,rho_0.600_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_03.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,73.18789375199049,73.18789375199049,1.5259410049766302,0.0,5,
rq3f_05357,no_replanning,hvac,drift,0.25,0.6,4,rho_0.600_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_04.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,72.51876335602356,72.51876335602356,1.5090748583897948,0.0,5,
rq3f_05361,no_replanning,hvac,drift,0.25,0.6,5,rho_0.600_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_05.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,87.66426294199846,87.66426294199846,1.5808632550761104,0.0,5,
rq3f_05365,no_replanning,hvac,drift,0.25,0.6,6,rho_0.600_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_06.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,72.5366665622496,72.5366665622496,1.54639086779207,0.0,5,
rq3f_05369,no_replanning,hvac,drift,0.25,0.6,7,rho_0.600_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_07.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,87.00632459521512,87.00632459521512,1.5259893499314785,0.0,5,
rq3f_05373,no_replanning,hvac,drift,0.25,0.6,8,rho_0.600_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_08.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,74.38983591747456,74.38983591747456,1.570887559093535,0.0,5,
rq3f_05377,no_replanning,hvac,drift,0.25,0.6,9,rho_0.600_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_09.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,87.65816754199841,87.65816754199841,1.5414332281798124,0.0,5,
rq3f_05381,no_replanning,hvac,drift,0.25,0.6,10,rho_0.600_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_10.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,71.87872821546625,71.87872821546625,1.5046483986079693,0.0,5,
rq3f_05385,no_replanning,hvac,drift,0.25,0.6,11,rho_0.600_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_11.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,90.07493159313526,90.07493159313526,1.5320224994793534,0.0,5,
rq3f_05389,no_replanning,hvac,drift,0.25,0.6,12,rho_0.600_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_12.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,72.51595297201857,72.51595297201857,1.5423774821683764,0.0,5,
rq3f_05393,no_replanning,hvac,drift,0.25,0.6,13,rho_0.600_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_13.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,88.34280156700333,88.34280156700333,1.5266834665089846,0.0,5,
rq3f_05397,no_replanning,hvac,drift,0.25,0.6,14,rho_0.600_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_14.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,86.98622676202649,86.98622676202649,1.5341250728815794,0.0,5,
rq3f_05401,no_replanning,hvac,drift,0.25,0.6,15,rho_0.600_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_15.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,74.41433696873355,74.41433696873355,1.5708420285955071,0.0,5,
rq3f_05405,no_replanning,hvac,drift,0.25,0.6,16,rho_0.600_mask_16,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_16.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,71.83034186999066,71.83034186999066,1.5204482255503535,0.0,5,
rq3f_05409,no_replanning,hvac,drift,0.25,0.6,17,rho_0.600_mask_17,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_17.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,88.36766393824291,88.36766393824291,1.5095393136143684,0.0,5,
rq3f_05413,no_replanning,hvac,drift,0.25,0.6,18,rho_0.600_mask_18,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_18.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,72.5121655109906,72.5121655109906,1.6182639673352242,0.0,5,
rq3f_05417,no_replanning,hvac,drift,0.25,0.6,19,rho_0.600_mask_19,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_19.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,89.54193334848242,89.54193334848242,1.5345642510801554,0.0,5,
rq3f_05421,no_replanning,hvac,drift,0.25,0.6,20,rho_0.600_mask_20,experiment2/generated/scenarios_multimask_FROZEN/rho_0.600_mask_20.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,87.68814823621506,87.68814823621506,1.5342499045655131,0.0,5,
rq3f_05425,no_replanning,hvac,drift,0.25,0.8,1,rho_0.800_mask_01,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_01.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,72.50607011099055,72.50607011099055,1.5906824106350541,0.0,5,
rq3f_05429,no_replanning,hvac,drift,0.25,0.8,2,rho_0.800_mask_02,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_02.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,87.65816754199841,87.65816754199841,1.5247205961495638,0.0,5,
rq3f_05433,no_replanning,hvac,drift,0.25,0.8,3,rho_0.800_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_03.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,71.83034186999066,71.83034186999066,1.5246602930128574,0.0,5,
rq3f_05437,no_replanning,hvac,drift,0.25,0.8,4,rho_0.800_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_04.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,71.83034186999066,71.83034186999066,1.5988556006923318,0.0,5,
rq3f_05441,no_replanning,hvac,drift,0.25,0.8,5,rho_0.800_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_05.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,72.5126679560235,72.5126679560235,1.5010645249858499,0.0,5,
rq3f_05445,no_replanning,hvac,drift,0.25,0.8,6,rho_0.800_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_06.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,71.83034186999066,71.83034186999066,1.514374795369804,0.0,5,
rq3f_05449,no_replanning,hvac,drift,0.25,0.8,7,rho_0.800_mask_07,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_07.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,71.83034186999066,71.83034186999066,1.5125709678977728,0.0,5,
rq3f_05453,no_replanning,hvac,drift,0.25,0.8,8,rho_0.800_mask_08,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_08.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,71.83315225399565,71.83315225399565,1.5595210054889321,0.0,5,
rq3f_05457,no_replanning,hvac,drift,0.25,0.8,9,rho_0.800_mask_09,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_09.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,86.98622676202649,86.98622676202649,1.5225954558700323,0.0,5,
rq3f_05461,no_replanning,hvac,drift,0.25,0.8,10,rho_0.800_mask_10,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_10.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,72.51876335602356,72.51876335602356,1.525510361418128,0.0,5,
rq3f_05465,no_replanning,hvac,drift,0.25,0.8,11,rho_0.800_mask_11,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_11.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,72.5121655109906,72.5121655109906,1.5524936271831393,0.0,5,
rq3f_05469,no_replanning,hvac,drift,0.25,0.8,12,rho_0.800_mask_12,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_12.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,86.98243930099852,86.98243930099852,1.5117614828050137,0.0,5,
rq3f_05473,no_replanning,hvac,drift,0.25,0.8,13,rho_0.800_mask_13,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_13.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,87.00632459521512,87.00632459521512,1.5197638645768166,0.0,5,
rq3f_05477,no_replanning,hvac,drift,0.25,0.8,14,rho_0.800_mask_14,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_14.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,71.85422716420726,71.85422716420726,1.5810454534366727,0.0,5,
rq3f_05481,no_replanning,hvac,drift,0.25,0.8,15,rho_0.800_mask_15,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_15.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,71.83034186999066,71.83034186999066,1.5323945572599769,0.0,5,
rq3f_05485,no_replanning,hvac,drift,0.25,0.8,16,rho_0.800_mask_16,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_16.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,71.83034186999066,71.83034186999066,1.540914903394878,0.0,5,
rq3f_05489,no_replanning,hvac,drift,0.25,0.8,17,rho_0.800_mask_17,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_17.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,71.83034186999066,71.83034186999066,1.5944478614255786,0.0,5,
rq3f_05493,no_replanning,hvac,drift,0.25,0.8,18,rho_0.800_mask_18,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_18.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,71.83034186999066,71.83034186999066,1.5085261054337025,0.0,5,
rq3f_05497,no_replanning,hvac,drift,0.25,0.8,19,rho_0.800_mask_19,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_19.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,72.51595297201857,72.51595297201857,1.508632455021143,0.0,5,
rq3f_05501,no_replanning,hvac,drift,0.25,0.8,20,rho_0.800_mask_20,experiment2/generated/scenarios_multimask_FROZEN/rho_0.800_mask_20.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,87.65816754199841,87.65816754199841,1.5482092956081033,0.0,5,
rq3f_05505,no_replanning,hvac,drift,0.25,1.0,0,rho_1.000_nominal,experiment2/generated/scenarios_multimask_FROZEN/rho_1.000_nominal.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,71.83034186999066,71.83034186999066,1.557719991542399,0.0,5,
rq3f_05509,no_replanning,hvac,drift,0.5,0.333,1,rho_0.333_mask_01,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_01.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,72.50985757201852,72.50985757201852,1.5413211192935705,0.0,5,
rq3f_05513,no_replanning,hvac,drift,0.5,0.333,2,rho_0.333_mask_02,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_02.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,157.13130372019805,157.13130372019805,1.514682425186038,0.0,5,
rq3f_05517,no_replanning,hvac,drift,0.5,0.333,3,rho_0.333_mask_03,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_03.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,90.07774197714025,90.07774197714025,1.5908227683976293,0.0,5,
rq3f_05521,no_replanning,hvac,drift,0.5,0.333,4,rho_0.333_mask_04,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_04.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,74.41714735273854,74.41714735273854,1.532970217987895,0.0,5,
rq3f_05525,no_replanning,hvac,drift,0.5,0.333,5,rho_0.333_mask_05,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_05.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,154.74282818134816,154.74282818134816,1.541144692339003,0.0,5,
rq3f_05529,no_replanning,hvac,drift,0.5,0.333,6,rho_0.333_mask_06,experiment2/generated/scenarios_multimask_FROZEN/rho_0.333_mask_06.json,repair_primary,lstm,random_forest,True,ablation_direct_primary_no_replanning,False,87.66707332600345,87.66707332600345,1.5458220224827528,0.0,5,
